21,대암산,강원도 양구군 해안면,38.2112,128.1350861,1312.6,"강원도 양구군 동면, 인제군 서화면","휴전선이 가까운 지역으로 각종 희귀생물과 원시림에 가까운 숲이 잘 보존되어 천연보호구역(천연기념물 제246호)으로 지정(1973년) 관리되는 등 우리나라 최대 희귀생물자원의 보고인 점 등을 감안하여 선정, 대암산 정상부에 있는 약 9,000여평이 넘는 풀밭 같은 넓은 초원에 큰 용늪과 작은용늪의 고층습지가 있음. 그 주위가 마치 화채(punch) 그릇(bowl)같아 펀치볼로 불리우며 해안분지(亥安盆地)가 유명"
22,대야산,충청북도 괴산군 청천면,36.670575,127.9324861,931,"경상북도 문경시 가은읍, 충청북도 괴산군 청천면","기암괴석과 폭포·소(沼)가 어우러져 수려한 경관을 이루고 있으며, 속리산 국립공원구역에 포함되어 있는 점 등을 감안하여 선정, 용추폭포와 촛대바위가 있는 선유동계곡 및 월영대가 유명"
23,덕숭산,충청남도 예산군 덕산면,36.6726,126.6187806,495.2,충청남도 예산군 덕산면,"지역 주민들이 소금강이라고 할 만큼 기암괴석과 어우러진 경관이 수려하고, 도립공원으로 지정(1973년)되어 있는 점 등을 감안하여 선정, 백제 제29대 법왕 원년(599년) 지명법사가 창건한 수덕사(修德寺), 보물 제355호인 마애불과 덕산온천이 유명"
24,덕유산,전라북도 무주군 안성면,35.86053889,127.7463944,1614.2,"전라북도 무주군ㆍ장수군, 경상남도 거창군ㆍ함양군","향적봉에서 남덕유까지 17km의 장대한 산줄기를 이루고 있으며, 금강과 낙동강의 수원(水源)이고 국립공원으로 지정(1975년)된 점 등을 고려하여 선정, 덕유산 북쪽으로 흘러 내리는 30여km의 무주구천동계곡(茂朱九千洞溪谷)과 자연휴양림, 신라 흥덕왕5년(830년) 무염국사가 창건한 백련사(白蓮社) 등이 유명"
25,덕항산,강원도 태백시 하사미동,37.30888889,129.0116667,1072.9,"강원도 삼척시 신기면, 태백시 하사미동","전형적인 경동지괴(傾動地塊) 지형으로 기암절벽과 초원이 어우러져 있으며 갈매굴, 제암풍혈, 양터목세굴, 덕발세굴, 큰재세굴 등 석회동굴이 많이 소재하고, 대이동굴 군립공원(1996년 지정) 구역내인 점 등을 고려하여 선정, 약 4∼5억년 전에 이루어진 길이 6.9㎞, 천장높이 30m에 이르는 동양최대의 동굴인 환선굴(幻仙窟 : 천연기념물 제178호)이 유명"
26,도락산,충청북도 단양군 단성면,36.85622778,128.3116944,965.3,"충청북도 단양군 단성면, 대강면","소백산과 월악산 중간에 위치하며, 단양8경인 하선암, 중선암과 사인암 등이 산재해 있는 바위산으로 경관이 수려한 점 등을 고려하여 선정, 남한강 지류인 단양천 10여km 구간에 있는 하선암(下仙岩)과 쌍룡폭포·옥렴대·명경대 등 웅장한 바위가 있는 중선암(中仙岩), 경천벽, 와룡암, 일사대, 명경담 등이 있는 상선암(上仙岩)이 특히 유명"
27,도봉산,경기도 양주군 장흥면,37.70045556,127.0156806,740.2,"서울특별시 도봉구, 경기도 의정부시 호원동ㆍ양주시 장흥면","최고봉인 자운봉을 중심으로 만장봉, 선인봉, 원도봉계곡, 용어천계곡, 송추계곡 등 경관이 수려하고 국립공원으로 지정(1983년)되어 있으며, 수도권 시민의 휴식처인 점 등을 고려하여 선정, 암벽등산에 최적지이며, 회룡사(回龍寺), 망월사(望月寺), 천축사(天竺寺), 보문사(普門寺) 등이 유명"
28,두륜산,전라남도 해남군 삼산면,34.47928889,126.6193889,700,전라남도 해남군 삼산면ㆍ북일면ㆍ북평면ㆍ현산면,"한반도의 최남단 해남반도에 솟아 있는 산으로서 왕벚나무의 자생지가 있으며, 다도해를 조망하기에 적합하고 도립공원으로 지정(1972년)된 점 등을 감안하여 선정, 봄의 춘백, 여름의 녹음, 가을의 단풍, 겨울의 동백 등으로 유명하며 유자, 차의 산지로 알려져 있음. 보물 제320호인 삼층석탑을 비롯하여 많은 문화재를 보존하고 있는 대흥사가 있음"
29,두타산,강원도 동해시 삼화동,37.26,129.1,1357,"강원도 동해시 삼화동, 삼척시 미로면ㆍ하장면","무릉계곡 등 경관이 아름다운 점 등을 고려하여 선정, 삼화사(三和寺), 관음암(觀音庵), 두타산성(頭陀山城)이 있음. 바위에 50여개의 크고 작은 구멍이 패여 산이름이 붙여졌으며, 예로부터 기우제를 지내는 등 토속신앙의 기도처인 쉰움산(五十井山)이 유명"
30,마니산,인천광역시 강화군 화도면,37.61159722,126.4348306,472.1,인천광역시 강화군 화도면,"단군시조의 전설이 간직된 산으로 역사·문화적 가치 등을 고려하여 선정, 사적 제136호인 참성단(塹星壇), 함허동천, 사적 제130호인 삼랑산성이 있음. 또한 많은 보물을 보존하고 있는 정수사(淨水寺) 및 전등사(傳燈寺)등이 있으며, 성화를 채화하는 장소이기도 함"
31,마이산,전라북도 진안군 진안읍,35.76217778,127.4048111,687.4,전라북도 진안군 진안읍ㆍ마령면,"특이한 지형을 이루고 있으며, 섬진강과 금강 발원지이고 도립공원(1979년)으로 지정된 점 등을 고려하여 선정, 중생대 백악기에 습곡운동을 받아 융기된 역암이 침식작용에 의하여 형성된 산으로 산의 형상이 마치 말의 귀를 닮았다 하여 마이산으로 불려짐. 암마이산 남쪽 절벽 밑에 있는 80여개의 크고 작은 돌탑이 있는 탑사와 금당사가 유명"
32,명성산,강원도 철원군 갈말읍,38.106975,127.337725,922,"강원도 철원군 갈말읍, 경기도 포천시 영북면ㆍ이동면","도평천(都坪川), 영평천(永平川), 한탄강의 수계를 이루며, 산세가 가파르고 곳곳에 바위가 어우러져 경관이 아름다운 점 등을 고려하여 선정, 산 북쪽으로 삼부연폭포와 남쪽으로 산정호수를 끼고 있음. 전설에 의하면 왕건(王建)에게 쫓기던 궁예(弓裔)가 피살되었던 곳으로 유명"
33,명지산,경기도 가평군 북면,37.94165,127.43195,1252.3,경기도 가평군 북면ㆍ하면,"경기도내에서 두 번째로 높은 산으로 경기도의 최고봉인 화악산(1,468m)과 가평천을 사이에 하고 있으며, 강씨봉, 귀목봉, 청계산, 우목봉 등 산세가 웅장하고 군립공원으로 지정된 점 등을 감안하여 선정, 20여km를 흐르는 산 동쪽의 가평천 계곡과 익근리계곡의 명지폭포가 유명. 명지산 일대의 산과 계곡들은 경기도내에서는 첫째가는 심산유곡으로 알려져 있음"
34,모악산,전라북도 김제시 금산면,35.72975833,127.0843694,795.2,"전라북도 김제시 금산면, 전주시 완산구, 완주군 구이면","진달래와 철쭉이 유명한 호남 4경의 하나이며, 도립공원으로 지정(1971년)된 점 등을 고려하여 선정, 신라 말에 견훤이 이 곳을 근거로 후백제를 일으켰다고 전해짐. 국보 제62호인 미륵전을 비롯하여 대적광전(보물 제467호)·혜덕왕사응탑비(보물 제24호)·5층석탑(보물 제27호)등 많은 문화재가 있는 금산사가 있음. 특히 미륵전에 있는 높이 11.82m나 되는 미륵불이 유명"
35,무등산,광주광역시 북구 금곡동,35.13412778,126.9887556,1186.8,"광주광역시 동구, 전라남도 담양군 남면ㆍ화순군 이서면","최고봉인 천왕봉 가까이에는 원기둥 모양의 절리(節理)가 발달하여 기암괴석의 경치가 뛰어나고, 도시민의 휴식처이며, 도립공원으로 지정(1972년)된 점 등을 고려하여 선정. 보물 제131호인 철조비로자나불좌상 등이 있는 증심사(證心寺)와 원효사(元曉寺)가 유명"
36,무학산,경상남도 창원시 두척동,35.20998889,128.5355583,761.4,경상남도 창원시 교방동ㆍ두척동ㆍ내서읍,"도시민의 휴식처로서 경관이 좋은 아기자기한 능선과 다도해를 바라다보는 조망이 좋은 점 등을 고려하여 선정. 정상 북서쪽에 있는 시루봉 일대의 바위는 좋은 암벽등반 훈련장임. 예전부터 양조업이 성할 정도로 수질이 좋음 서원골 입구에 최치원의 제자들이 세운 관해정(觀海亭)이 있고 부근 원각사, 백운사 등이 유명"
37,미륵산,경상남도 통영시 용남면,34.81050278,128.416325,458.4,경상남도 통영시 산양읍ㆍ봉평동,"충무시와 연육교로 이어지는 미륵도의 복판에 솟은 산으로 한려해상국립공원의 아름다운 경관을 한눈에 조망할 수 있는 등 경관이 아름다운 점 등을 고려하여 선정. 지형도에는 용화산으로 표기되어 있으며, 석조여래상(경남유형문화재 43호)과 고려중기의 작품인 지장보살상과 시왕상 등이 보존되어 있는 용화사가 있음. 도솔선사가 창건한 도솔암, 관음사, 봉수대터 등이 유명"
38,민주지산,충청남도 금산군 부리면,36.04003056,127.8490972,1241.7,"충청북도 영동군, 전라북도 무주군, 경상북도 김천시","1000m 이상의 고산준봉을 거느리고 울창한 산림과 바위가 어우러져 있으며, 국내 최대 원시림 계곡인 물한계곡이 있는 점 등을 고려하여 선정. 물이 차다는 한천마을 상류에서부터 약 20㎞를 흐르는 깊은 계곡으로, 원시림 등이 잘 보존된 손꼽히는 생태관광지인 물한계곡(勿閑溪谷)이 특히 유명. 정상 남쪽 50m쯤 아래에는 삼두마애불상이 있음. 충북, 전북, 경북의 경계인 삼도봉과 연접"
39,방장산,전라북도 고창군 신림면,35.44777778,126.76,733.6,"전라남도 장성군, 전라북도 고창군 신림면ㆍ정읍시 입암면","옛부터 지리산, 무등산과 함께 호남의 삼신산으로 불려져 왔으며, 전북과 전남을 양분하는 산으로서 산세가 웅장하고 자연휴양림인 점 등을 고려하여 선정. 옛이름은 방등산으로 백제가요중 방등산가의 방등산이 바로 방장산임. 정상에서 멀리 서해바다와 동쪽으로 무등산이 보임.？"
40,방태산,강원도 인제군 상남면,37.89485278,128.3560472,1445.7,"강원도 인제군 기린면ㆍ상남면, 홍천군 내면","가칠봉(1,241m), 응복산(1,156m), 구룡덕봉(1,388m), 주걱봉(1,444m) 등 고산준봉을 거느리고 있으며 한국에서 가장 큰 자연림이라고 할 정도로 나무들이 울창하고, 희귀식물과 희귀어종이 많은 생태적 특성 등을 고려하여 선정. 정감록에는 난을 피해 숨을만한 피난처로 기록되어 있음. 자연휴양림이 있으며, 높이 10m의 이폭포와 3m의 저폭포가 있는 적가리골 및 방동약수, 개인약수 등이 유명."
41,백덕산,강원도 영월군 수주면,37.39655278,128.2934028,1350.1,"강원도 평창군 방림면, 횡성군 안흥면, 영월군 수주면","사자산(1120m), 사갓봉(1020m), 솟때봉(884m) 등이 솟아 있어 산세가 웅장하고 골이 깊은 등 경관이 좋으며, 평창강(平昌江)과 주천강(酒泉江)의 수계인 점 등을 고려하여 선정, 신라 때 자장율사가 창건하였다고 전해지는 법흥사(法興寺)와 경내에 있는 보물 제613호로 지정된 징효대사보인탑이 유명？"
42,백암산,전라남도 장성군 북하면,35.46277778,126.8508333,741.2,"전라북도 순창군 복흥면, 잔라남도 장성군 북하면","봄이면 백양, 가을이면 내장이라 하듯이 경관이 수려하고 천연기념물인 비자나무와 굴거리나무가 집단분포하고 있으며, 내장산국립공원구역에 포함되어 있는 점 등을 고려하여 선정, 학바위, 백양산 12경, 영천굴 등이 있음. 소요대사부도, 대웅전, 극락보전, 사천왕문을 포함하여 청류암의 관음전, 경관이 아름다운 쌍계루 등 수많은 문화유산들을 보존하고 있는 백양사(白羊寺)가 유명"
44,백운산(광양),전라남도 광양시 다압면,35.10722222,127.6219417,1222.2,"전라남도 광양시 진상면ㆍ옥룡면ㆍ봉강면ㆍ다압면, 구례군 간전면","수려한 계곡미를 가지고 있으며 광덕산, 국망봉, 박달봉 등과 같은 높은 봉우리들과 무리를 이뤄 계곡·단애(斷崖) 등 독특한 경관을 가지고 있는 점 등을 고려하여 선정, 백운동 계곡 및 신라 말 도선이 창건하였다고 전하는 흥룡사(興龍寺)가 유명"
45,백운산(정선),강원도 정선군 미탄면,37.28052778,128.5961583,883.5,"강원도 정선군 신동읍, 평창군 미탄면","주봉을 중심으로 하여 또아리봉과 도솔봉, 매봉, 억불봉 등 산세가 웅장하며 경관이 수려하고 억새풀과 철쭉 군락, 온·한대 900종의 식물이 서식하는 등 경관·생태적 특징을 고려하여 선정, 자연휴양림이 있으며, 백운사(白雲寺), 성불사(成佛寺) 등이 유명"
43,백운산(포천),경기도 포천시 이동면,38.07459167,127.4440917,903,"경기도 포천시 이동면, 강원도 화천군 사내면","동강의 가운데에 위치하고 있어 경관이 아름답고, 조망이 좋으며 생태계보존지역으로 지정되어있는 점 등을 고려하여 선정 흰구름이 늘 끼어 있는데서 산 이름이 유래, 오대산에서 발원하는 오대천과 조양강(朝陽江)을 모아 남한강으로 흐르는 동강 및 천연기념물 제260호로 지정(1979년)된 백룡동굴(白龍洞窟)이 유명"
46,변산,전라북도 부안군 상서면,35.66348611,126.5284861,459,"전라북도 부안군 변산면, 상서면, 진서면","울창한 산과 계곡, 모래해안과 암석해안 및 사찰 등이 어울려 뛰어난 경관을 이루고 있으며 국립공원으로 지정(1968년)된 점 등을 고려하여 선정, 산이면서 바다와 직접 닿아 있는 특징이 있음. 직소폭포, 가마소, 봉래구곡, 채석강, 적벽강 및 내소사, 개암사 등 사찰과 호랑가시나무, 꽝꽝나무 등 희귀동·식물이 서식"
47,북한산,경기도 고양시 북한동,37.66083333,126.9933333,835.6,"서울특별시 강북구ㆍ성북구ㆍ종로구ㆍ은평구, 경기도 고양시ㆍ양주시","최고봉인 백운대를 위시하여 인수봉, 만경대, 노적봉 등 경관이 수려하고 도시민들의 휴식처이며 국립공원으로 지정(1983년)되어 있는 점 등을 고려하여 선정, 북한산성, 우이동계곡, 정릉계곡, 세검정계곡 등이 유명. 도선국사가 창건한 도선사(道詵寺), 태고사(太古寺), 화계사(華溪寺), 문수사(文殊寺), 진관사(津寬寺) 등 수많은 고찰이 있음"
48,비슬산,대구광역시 달성군 유가면,35.71555556,128.5233333,1083.4,"대구광역시 달성군 옥포면ㆍ유가면ㆍ가창면, 경상북도 청도군 각북면","봄에는 진달래, 가을에는 억새 등 경관이 아름다우며, 조망이 좋고 군립공원으로 지정된 점 등을 고려하여 선정, 북쪽의 팔공산과 함께 대구분지를 형성하며 낙동강을 끼고 있음. 고려말 공민왕 7년(1358년) 진보법사가 창건한 소재사(消災寺) 등이 유명"
49,삼악산,강원도 춘천시 서면,37.83990278,127.6603111,655.8,강원도 춘천시 서면,"고고시대에 형성된 등선계곡과 맥국시대의 산성터가 있는 유서깊은 산으로 기암괴석의 경관이 아름답고, 의암호와 북한강을 굽어보는 조망이 좋은 점 등을 고려하여 선정, 남쪽 골짜기 초입의 협곡과 등선폭포가 특히 유명하고, 흥국사, 금선사, 상원사 등 7개 사찰이 있음"
50,서대산,충청남도 금산군 추부면,36.2309,127.5357583,904.1,"충청남도 금산군 추부면ㆍ군북면, 충청북도 옥천군 군서면","충청남도에서는 제일 높은 산으로 곳곳에 기암괴석과 바위 절벽이 있어 중부의 금강이라고 일컬을 정도로 경관이 아름다우며, 산정에서의 조망이 좋은 점 등을 고려하여 선정, 용굴, 사자굴, 견우장년대, 직녀탄금대, 북두칠성바위 등이 유명"
51,선운산,전라북도 고창군 해리면,35.50805556,126.5711111,334.7,전라북도 고창군 아산면ㆍ심원면ㆍ해리면,"산세는 별로 크지 않으나 숲이 울창하고 곳곳이 기암괴석으로 이루어져 있어 경관이 빼어나며 천연기념물 제184호인 동백나무 숲이 있는 등 생태적 가치가 크고 도립공원으로 지정(1979년)된 점 등을 고려하여 선정, 백제 위덕왕 24년(577년) 검단선사가 창건한 선운사(禪雲寺)와 수령 5백년의 동백나무 ３천여 그루가 군락을 이루고 있는 선운사 동백 숲이 유명"
52,설악산,강원도 홍천군 서면,38.11955278,128.4655583,1708.1,"강원도 속초시 설악동, 인제군 북면ㆍ인제읍, 양양군 서면ㆍ강현면","남한에서 세 번째로 높은 봉우리인 한계령, 마등령, 미시령 등 수많은 고개와 산줄기·계곡들이 어우러져 한국을 대표하는 산악미의 극치를 이루고 있으며, 국립공원(1970년 지정) 및 유네스코의 생물권 보존지역으로 지정(1982년)되어 관리되고 있는 점 등을 고려하여 선정, 백담사(百潭寺), 봉정암(鳳頂菴), 신흥사(新興寺), 계조암(繼祖菴), 오세암(五歲庵), 흔들바위, 토왕성폭포, 대승폭포 등이 특히 유명"
53,성인봉,경상북도 울릉군 서면,37.50323611,130.8661556,986.5,경상북도 울릉군 울릉읍 서면ㆍ북면,"휴화산인 울릉도의 최고봉으로서 울릉도 모든 하천의 수원을 이루고, 식생이 특이한 원시림이 잘 보전되어 있는 점 등을 감안하여 선정, 울릉도에서는 유일하게 평지를 이룬 나리분지와 천연기념물 제189호로 지정(1967년)된 원시림에 유명. 나리동의 울릉국화·섬백리향의 군락은 천연기념물 제52호(1962년)로 지정되어 있음"
54,소백산,충청북도 단양군 가곡면,36.95170833,128.446125,1439.7,"경상북도 영주시 풍기읍, 충청북도 단양군 단양읍","국망봉에서 비로봉, 연화봉으로 이어지는 해발 1,300여m의 일대 산군으로 1,000m이상은 고원지대와 같은 초원을 이루고 있으며, 국망천과 낙동강 상류로 들어가는 죽계천이 시작되고 국립공원으로 지정(1987년)된 점 등을 고려하여 선정, 주봉인 비로봉 일대에는 주목군락지(천연기념물 제244호)와 한국산 에델바이스인 솜다리가 군락을 이루고 있음. 희방사(喜方寺), 구인사, 소수서원(紹修書院 : 사적 제55호), 부석사(浮石寺), 온달성, 국립천문대"
